Date,Location,Minimum Temperature,Maximum Temperature,Evaporation,Sunshine
2010-06-02,Sydney,11.2,20.1,3,7
2010-06-03,Sydney,12.7,18.6,2.4,0.8
2010-06-04,Sydney,15.2,17.7,3.4,0.01
2010-06-05,Sydney,12.5,20.5,1,4.4
2010-06-06,Sydney,9.5,18.5,2.2,6.5
2010-06-07,Sydney,9.1,15.5,3.4,3.9
2010-06-08,Sydney,9.1,18.5,0.01,9
2010-06-09,Sydney,9.5,16.7,2.2,7.2
2010-06-10,Sydney,10.3,17.2,3.8,7.2
2010-06-11,Sydney,6.2,17.4,3.2,9.8
2010-06-12,Sydney,9,16.7,3,9.6
2010-06-13,Sydney,6.6,17.9,3.8,9.5
2010-06-14,Sydney,6.9,18.3,1.8,9.5
2010-06-15,Sydney,8.1,19.3,2,9.3
2010-06-16,Sydney,9.1,18.9,1.6,9.6
2010-06-17,Sydney,10.6,17.3,4,1.7
2010-06-18,Sydney,9.8,18,3,9.6
2010-06-19,Sydney,8.5,19.5,2.8,9.7
2010-06-20,Sydney,9.5,20.2,3,9.8
2010-06-21,Sydney,10.1,16,3.4,4.2
2010-06-22,Sydney,11.5,17.2,2,0.01
2010-06-23,Sydney,12.6,15.6,2.2,0.2
2010-06-24,Sydney,11.8,17,0.6,5.2
2010-06-25,Sydney,12.2,18.4,3.2,2.8
2010-06-26,Sydney,13.5,20,1.4,4
2010-06-27,Sydney,6.7,14.9,2.8,6.8
2010-06-28,Sydney,5.5,15.8,2,9.7
2010-06-29,Sydney,4.7,14.4,2.6,9.9
2010-06-30,Sydney,4.3,16.1,3,9.3
2010-07-01,Sydney,6.4,17.1,2,8.6
2010-07-02,Sydney,7.6,12.1,2,0.01
2010-07-03,Sydney,7.7,16.3,1.8,9.8
2010-07-04,Sydney,7.8,17.8,3.2,8.8
2010-07-05,Sydney,8.8,13.5,3.4,0.1
2010-07-06,Sydney,9.7,17.2,0.4,3.5
2010-07-07,Sydney,9.6,16,1.4,2.9
2010-07-08,Sydney,8,14.8,2.6,2.3
2010-07-09,Sydney,9.7,15.6,0.01,3.8
2010-07-10,Sydney,8.6,17.6,2,4.8
2010-07-11,Sydney,9.9,19,1.2,1
2010-07-12,Sydney,10.1,16.9,2,2.1
2010-07-13,Sydney,11.4,18.6,0.6,0.01
2010-07-14,Sydney,13.9,18.1,1.8,8
2010-07-15,Sydney,10.4,18.2,5.2,9.8
2010-07-16,Sydney,7.2,18.2,4.4,9.4
2010-07-17,Sydney,7.1,18.5,2.6,9.9
2010-07-18,Sydney,7.3,19.4,2,10
2010-07-19,Sydney,8.7,16.7,3.6,0.8
2010-07-20,Sydney,8,16.5,1,8.5
2010-07-21,Sydney,8,15.7,3.2,4.1
2010-07-22,Sydney,6,14.7,1,5
2010-07-23,Sydney,8,18.2,2,5.8
2010-07-24,Sydney,9.6,18.3,2.6,3.9
2010-07-25,Sydney,10.2,16.9,1,6.2
2010-07-26,Sydney,9.2,17,3.8,3.2
2010-07-27,Sydney,9.3,16.9,1.6,3.2
2010-07-28,Sydney,11.2,15.2,1.6,0.8
2010-07-29,Sydney,11.4,16.2,1.4,0.6
2010-07-30,Sydney,12,21.1,3.8,5.8
2010-07-31,Sydney,12.8,20.7,0.2,5.8
2010-08-01,Sydney,9.6,20.9,3.8,10.3
2010-08-02,Sydney,9.1,15.7,4,7.3
2010-08-03,Sydney,10.3,17.3,4,6.6
2010-08-04,Sydney,8.3,18.9,4,10.2
2010-08-05,Sydney,7.1,16.9,3.8,8.3
2010-08-06,Sydney,7.6,17,2.4,10.3
2010-08-07,Sydney,6.8,16.1,4.2,10.2
2010-08-08,Sydney,6.4,17.2,3,10.3
2010-08-09,Sydney,7.2,17.1,2.6,8.9
2010-08-10,Sydney,9.3,16.4,2.4,0.01
2010-08-11,Sydney,12.2,18,0.6,6
2010-08-12,Sydney,10.7,16.7,6.6,5.9
2010-08-13,Sydney,9.9,18.3,2.6,10.6
2010-08-14,Sydney,8.2,21.8,4.2,10.7
2010-08-15,Sydney,12.8,20.1,6.4,7.3
2010-08-16,Sydney,12.6,18.8,4,10.7
2010-08-17,Sydney,7.6,17.6,4.4,10.4
2010-08-18,Sydney,6.5,19.9,4.2,6.6
2010-08-19,Sydney,9.3,24.6,5,10.8
2010-08-20,Sydney,11.3,19.3,6.2,10.8
2010-08-21,Sydney,8.8,16.7,5.6,10.9
2010-08-22,Sydney,8.4,17.3,4.6,9.4
2010-08-23,Sydney,11.2,15,3.6,1
2010-08-24,Sydney,10.9,19.8,2.2,10.3
2010-08-25,Sydney,11.5,18.1,6,10.4
2010-08-26,Sydney,10.3,18,6.4,8.9
2010-08-27,Sydney,10.3,19.2,5.8,8.4
2010-08-28,Sydney,9.2,17.5,4,10.9
2010-08-29,Sydney,7.8,18.4,4,9.7
2010-08-30,Sydney,10.5,17.6,2.2,8.2
2010-08-31,Sydney,11.5,20,3.2,9.7
2010-09-01,Sydney,14.9,25.9,6.4,3.3
2010-09-02,Sydney,16.6,18.1,3.8,0.01
2010-09-03,Sydney,13.7,17.6,1.8,0.01
2010-09-04,Sydney,15.2,20.3,2.8,0.01
2010-09-05,Sydney,16.4,21.3,5.6,11.3
2010-09-06,Sydney,11.5,20.4,8,8.4
2010-09-07,Sydney,10.4,16.8,3.2,10.3
2010-09-08,Sydney,8.2,18.3,4,10.7
2010-09-09,Sydney,9.7,18.4,4,2.4
2010-09-10,Sydney,11,24.5,2,5.4
2010-09-11,Sydney,11.1,19.9,4.4,10.9
2010-09-12,Sydney,9.2,18.9,3.8,10
2010-09-13,Sydney,13.3,23.9,4.2,6.9
2010-09-14,Sydney,13.9,18.1,5.4,1.7
2010-09-15,Sydney,0.01,20.4,1.8,7.6
2010-09-16,Sydney,10.4,21.2,5,9.6
2010-09-17,Sydney,9.5,19.3,6.4,11.2
2010-09-18,Sydney,9.6,23.3,5,11
2010-09-19,Sydney,11.7,18.1,4,4.1
2010-09-20,Sydney,11.1,20.1,3.6,9.1
2010-09-21,Sydney,11.6,23.7,3,8.2
2010-09-22,Sydney,13,20.1,4.6,9.5
2010-09-23,Sydney,15.2,19,5,1.1
2010-09-24,Sydney,13.7,21.1,3.2,10.7
2010-09-25,Sydney,13.4,26.9,5.4,8
2010-09-26,Sydney,13.1,22,5.4,10.8
2010-09-27,Sydney,12.8,27.1,5.8,5.5
2010-09-28,Sydney,14.2,27,7.6,9.8
2010-09-29,Sydney,13.2,18.5,7.2,9.3
2010-09-30,Sydney,8.6,18.7,6.4,10.7
2010-10-01,Sydney,9.7,18.4,4,0.7
2010-10-02,Sydney,12.7,19.6,2.6,0.01
2010-10-03,Sydney,15,19.7,1,1.2
2010-10-04,Sydney,15.3,20.6,4,2.3
2010-10-05,Sydney,16.6,22.4,2.2,7.2
2010-10-06,Sydney,17.2,22.4,3.4,4.9
2010-10-07,Sydney,16.3,23.1,2.2,1.2
2010-10-08,Sydney,13.8,19.5,4.6,9.5
2010-10-09,Sydney,15.8,18.9,5.2,0.01
2010-10-10,Sydney,14.7,21.9,3.8,9
2010-10-11,Sydney,16.5,21.1,6.2,6.6
2010-10-12,Sydney,16.4,21.8,6,5.9
2010-10-13,Sydney,16.7,23.9,7,2.8
2010-10-14,Sydney,17.8,28.9,4,10.8
2010-10-15,Sydney,19.5,24.7,7.8,0.2
2010-10-16,Sydney,11.7,16.1,3.4,9.3
2010-10-17,Sydney,9.9,24,6.6,12.1
2010-10-18,Sydney,12.6,24.2,7.2,12.3
2010-10-19,Sydney,14,19,6.4,0.8
2010-10-20,Sydney,12.9,20.3,3,10.9
2010-10-21,Sydney,13.3,21.5,6.6,11
2010-10-22,Sydney,15.3,23,5.6,11
2010-10-23,Sydney,15.8,27.2,8,6.9
2010-10-24,Sydney,14.1,15.7,7.4,0.01
2010-10-25,Sydney,13.9,19.6,1.2,5.4
2010-10-26,Sydney,12.9,26.7,3.8,12.1
2010-10-27,Sydney,14.8,23.8,6.8,9.6
2010-10-28,Sydney,16.4,21.4,5.4,8.9
2010-10-29,Sydney,14.5,22.1,6.2,1.8
2010-10-30,Sydney,16.2,24.4,3.2,9.9
2010-10-31,Sydney,19.3,24.7,7.2,5.5
2010-11-01,Sydney,18.1,20.4,6.6,0.1
2010-11-02,Sydney,11.8,17.9,3.8,1.7
2010-11-03,Sydney,12,23.9,4,11.9
2010-11-04,Sydney,14.4,18.1,5.4,2.8
2010-11-05,Sydney,13.4,19.2,8.4,2.7
2010-11-06,Sydney,13.6,18.8,4.8,2.5
2010-11-07,Sydney,13.4,23.3,3.6,10.9
2010-11-08,Sydney,16.1,26.3,5.8,7.9
2010-11-09,Sydney,17.2,23.6,11.2,7
2010-11-10,Sydney,18.2,24.5,3.2,6
2010-11-11,Sydney,19.7,27.2,7.2,9.3
2010-11-12,Sydney,19.1,26.8,9,12.6
2010-11-13,Sydney,19.6,30.3,8.6,10.3
2010-11-14,Sydney,20.5,30.4,9,10.2
2010-11-15,Sydney,22.3,23.9,10.4,0.01
2010-11-16,Sydney,17.4,23.5,1,7.9
2010-11-17,Sydney,17.1,22.3,6.6,4.2
2010-11-18,Sydney,16.8,23.4,3.6,8.8
2010-11-19,Sydney,16.7,20,8,0.4
2010-11-20,Sydney,13.7,21.9,5.4,13.3
2010-11-21,Sydney,15,23.1,5.6,12.8
2010-11-22,Sydney,16.5,24,9,11.4
2010-11-23,Sydney,18.6,25.2,8,11.1
2010-11-24,Sydney,17.5,24.7,11,12.6
2010-11-25,Sydney,18.5,26,8.8,12.1
2010-11-26,Sydney,18.9,24.1,11.6,9
2010-11-27,Sydney,18.2,25.8,6,10.8
2010-11-28,Sydney,19,23.5,10.8,0.01
2010-11-29,Sydney,16.8,21.5,3.4,0.01
2010-11-30,Sydney,16.4,21.6,1.8,0.9
2010-12-01,Sydney,17.2,20.1,3.4,0.01
2010-12-02,Sydney,18.5,24.3,1.8,5.4
2010-12-03,Sydney,19.8,24.4,5.2,8.7
2010-12-04,Sydney,19.6,22.7,7.4,1.6
2010-12-05,Sydney,19.5,25.1,4.4,8
2010-12-06,Sydney,20.4,25.7,5.8,11.4
2010-12-07,Sydney,21,26,8,13.2
2010-12-08,Sydney,20.8,26.3,7.6,12.2
2010-12-09,Sydney,22,30.7,10.4,2.6
2010-12-10,Sydney,22.8,29.6,4.8,4.3
2010-12-11,Sydney,17.2,26.9,6.8,13.4
2010-12-12,Sydney,17.8,30.8,9.2,13.3
2010-12-13,Sydney,18.5,26.3,10.2,12.8
2010-12-14,Sydney,20,26,8.2,11.6
2010-12-15,Sydney,20,25.6,6,10.7
2010-12-16,Sydney,21.7,26.4,7.6,3.9
2010-12-17,Sydney,18,26.4,5.8,3.8
2010-12-18,Sydney,19.6,25.5,7.8,4.1
2010-12-19,Sydney,18.5,27.3,5,5
2010-12-20,Sydney,13.3,21.7,9.2,11.6
2010-12-21,Sydney,15.4,27.8,8.4,13.5
2010-12-22,Sydney,17.7,25.7,9.2,12.7
2010-12-23,Sydney,19.1,27,8.4,7.5
2010-12-24,Sydney,18.7,24.1,8,8
2010-12-25,Sydney,16,26.3,7,12.5
2010-12-26,Sydney,20.8,31.3,8,3.5
2010-12-27,Sydney,18.4,19.9,11.8,0.3
2010-12-28,Sydney,15.4,21.2,5.4,2.5
2010-12-29,Sydney,17.3,24.7,5.2,12.7
2010-12-30,Sydney,20,26.5,8.6,13.1
2010-12-31,Sydney,21.4,27.2,8.8,11.7
2011-01-01,Sydney,20.5,29,10,10.8
2011-01-02,Sydney,20.7,28,10.6,8.6
2011-01-03,Sydney,18.9,21.3,7.2,0.1
2011-01-04,Sydney,17.3,22.6,5,1.9
2011-01-05,Sydney,17.2,23.4,5.4,7.2
2011-01-06,Sydney,19.5,26.8,5.2,12.3
2011-01-07,Sydney,19.9,26.5,6.4,4.8
2011-01-08,Sydney,21.3,26.7,5.2,10.3
2011-01-09,Sydney,22,27,4.6,7.5
2011-01-10,Sydney,21.5,26.2,7,6.6
2011-01-11,Sydney,21.8,25.2,6.6,0.8
2011-01-12,Sydney,22.3,27.9,4.4,5.6
2011-01-13,Sydney,23.3,26.6,10.6,1.9
2011-01-14,Sydney,21.8,27.9,4.6,9.8
2011-01-15,Sydney,22,30.4,11.4,1.6
2011-01-16,Sydney,22.1,28.1,4.2,7.9
2011-01-17,Sydney,21.4,29.8,8.8,9.6
2011-01-18,Sydney,20,26.1,8,7.3
2011-01-19,Sydney,19.3,25.4,5.6,3.6
2011-01-20,Sydney,21.5,27.3,5.8,12.3
2011-01-21,Sydney,20.7,26.9,8.2,12.4
2011-01-22,Sydney,20.5,28.4,10.2,11.7
2011-01-23,Sydney,21.4,28.3,11,10.2
2011-01-24,Sydney,21,35.4,10.8,7.5
2011-01-25,Sydney,21.7,28.5,10.6,10.2
2011-01-26,Sydney,22.9,31.4,7,9.3
2011-01-27,Sydney,22.5,28.4,7.2,6.3
2011-01-28,Sydney,22.5,24.3,7.2,4.3
2011-01-29,Sydney,19.8,25,7.8,8.2
2011-01-30,Sydney,17.8,28.2,8.4,12.8
2011-01-31,Sydney,22.2,31.6,9.2,12.8
2011-02-01,Sydney,22.7,33.5,12,12.3
2011-02-02,Sydney,26.1,31.2,12.8,11
2011-02-03,Sydney,25.1,37.5,10.2,5.7
2011-02-04,Sydney,24,33.7,5.2,6.8
2011-02-05,Sydney,24.2,41.5,8.4,12.4
2011-02-06,Sydney,27.6,35.6,16.6,2.6
2011-02-07,Sydney,18,23,6.8,0.01
2011-02-08,Sydney,18.7,25.3,4.8,3.9
2011-02-09,Sydney,18.1,24.5,5.2,6
2011-02-10,Sydney,20.4,25.7,7.2,4.7
2011-02-11,Sydney,21,29.2,5,8
2011-02-12,Sydney,22.7,23.1,8.6,0.01
2011-02-13,Sydney,19.5,22.8,2.4,0.01
2011-02-14,Sydney,20.6,24.2,4,0.1
2011-02-15,Sydney,18.3,25,6.6,3
2011-02-16,Sydney,19.8,26.7,3.6,3.9
2011-02-17,Sydney,20.9,28.7,6.4,8.3
2011-02-18,Sydney,22.6,27.6,5,3.8
2011-02-19,Sydney,22.4,30.1,4.4,7.8
2011-02-20,Sydney,25,33.2,7.2,9.5
2011-02-21,Sydney,20,24.9,8.2,4.3
2011-02-22,Sydney,19.1,21.7,9,3.2
2011-02-23,Sydney,17.3,26.6,4.2,7.3
2011-02-24,Sydney,16.6,26.1,5,12
2011-02-25,Sydney,18,28,7.4,7.6
2011-02-26,Sydney,20.9,27.2,7.6,11.1
2011-02-27,Sydney,20.3,30.3,8,1.4
2011-02-28,Sydney,22.2,28.8,5,2.4
2011-03-01,Sydney,22.7,33.6,4.4,1.9
2011-03-02,Sydney,19.4,21.8,9.2,0.01
2011-03-03,Sydney,17.4,31.7,2.2,10.5
2011-03-04,Sydney,19.1,25.8,8,9.4
2011-03-05,Sydney,18.1,23.2,8.2,0.6
2011-03-06,Sydney,18,23.6,8.2,2.9
2011-03-07,Sydney,17,24.4,4.8,10.1
2011-03-08,Sydney,17.6,25.8,6.8,10.4
2011-03-09,Sydney,20.7,30.8,8,2.3
2011-03-10,Sydney,21.8,27.4,6.2,0.01
2011-03-11,Sydney,22,26.7,3.6,1.8
2011-03-12,Sydney,20.6,28.1,3.2,9.8
2011-03-13,Sydney,21.8,27.7,6.4,10.7
2011-03-14,Sydney,21.3,27.5,8,3.2
2011-03-15,Sydney,17.5,24.5,4,3.4
2011-03-16,Sydney,19.3,28.3,3.2,7.7
2011-03-17,Sydney,20.6,26.8,5.8,5.9
2011-03-18,Sydney,20,25.2,5.4,0.9
2011-03-19,Sydney,19.4,24,5.2,0.9
2011-03-20,Sydney,18.8,23.5,0.01,3.3
2011-03-21,Sydney,19.4,24.8,5.2,2.6
2011-03-22,Sydney,21.1,27.4,1.6,10.2
2011-03-23,Sydney,19.9,30.8,5.8,11
2011-03-24,Sydney,18.2,27.1,8.6,10.8
2011-03-25,Sydney,17.7,26.7,8.8,8
2011-03-26,Sydney,17.7,20.6,5.2,0.4
2011-03-27,Sydney,16.1,20.5,5.4,2.5
2011-03-28,Sydney,15.9,24.2,1.6,3.2
2011-03-29,Sydney,17.1,24.8,1.8,8.3
2011-03-30,Sydney,17.8,27.7,6.6,9.2
2011-03-31,Sydney,20.1,21.3,5.2,0.5
2011-05-01,Sydney,14.8,22.9,0.8,8.8
2011-05-02,Sydney,12.9,18.4,3.8,0.5
2011-05-03,Sydney,14,18.5,2.4,0.01
2011-05-04,Sydney,13,21.8,0.2,9.1
2011-05-05,Sydney,11.7,19.5,4.6,7.4
2011-05-06,Sydney,10.1,19.6,4.4,8.7
2011-05-07,Sydney,9.8,20.8,4.6,10
2011-05-08,Sydney,9.6,22,1.6,10.1
2011-05-09,Sydney,10.5,17.7,3.8,6.9
2011-05-10,Sydney,10.1,18,3.4,9.1
2011-05-11,Sydney,8.2,16.4,3.8,3.9
2011-05-12,Sydney,7.9,16.7,2.2,10.2
2011-05-13,Sydney,9.9,21,4,9.3
2011-05-14,Sydney,10.8,17.9,3.4,10
2011-05-15,Sydney,7.3,19.2,4.8,9.8
2011-05-16,Sydney,7.3,19.6,5,10.2
2011-05-17,Sydney,7.9,20.2,2.2,9.9
2011-05-18,Sydney,8.5,20.8,2.8,9.3
2011-05-19,Sydney,11.5,20.5,1.8,6.8
2011-05-20,Sydney,11.3,21.2,3.8,9.4
2011-05-21,Sydney,12.1,23.3,1,9.9
2011-05-22,Sydney,12.4,21.6,3.4,7.3
2011-05-23,Sydney,13.9,22.9,3.4,7.6
2011-05-24,Sydney,12.1,18.8,6.6,3.9
2011-05-25,Sydney,11.1,14.2,1.4,1.8
2011-05-26,Sydney,10.7,19.6,1.6,4.1
2011-05-27,Sydney,8.8,18.3,2.4,7.2
2011-05-28,Sydney,8.5,17.4,3.2,3.1
2011-05-29,Sydney,10.2,17,0.6,0.01
2011-05-30,Sydney,11.2,17.9,4.4,0.01
2011-05-31,Sydney,13.9,19.9,0.01,0.7
2011-06-01,Sydney,16.1,21,4.6,0.7
2011-06-02,Sydney,13.7,19.8,3.2,7.6
2011-06-03,Sydney,10.6,20.4,1.2,8.8
2011-06-04,Sydney,11.1,18.7,2.8,2.5
2011-06-05,Sydney,10.5,17.7,3,9.2
2011-06-06,Sydney,9.3,17.7,2,7.4
2011-06-07,Sydney,7,15,4,7.3
2011-06-08,Sydney,8.2,14.1,1.8,9.9
2011-06-09,Sydney,7.5,16.4,3.6,9.9
2011-06-10,Sydney,8.9,15.7,4.8,4.6
2011-06-11,Sydney,9.9,15.7,0.2,6.1
2011-06-12,Sydney,11.6,15.7,4.8,0.3
2011-06-13,Sydney,12.8,16.7,2.4,0.01
2011-06-14,Sydney,13.7,17.8,3.4,0.3
2011-06-15,Sydney,14.1,18.4,6,0.2
2011-06-16,Sydney,14,17.1,3.6,1.3
2011-06-17,Sydney,8.2,18.3,1.4,9.5
2011-06-18,Sydney,9.9,17.7,3.6,9.8
2011-06-19,Sydney,8.3,18.4,2.8,9.7
2011-06-20,Sydney,9.3,19.6,3.4,9.7
2011-06-21,Sydney,11.8,20.7,5,6.8
2011-06-22,Sydney,9.6,16.3,4.6,9.2
2011-06-23,Sydney,9.8,20.5,3.8,9.4
2011-06-24,Sydney,8.1,18.6,3.4,9.8
2011-06-25,Sydney,7.7,19.6,2.4,9.5
2011-06-26,Sydney,7.8,20.7,1.8,9.7
2011-06-27,Sydney,7.5,20,2.6,9.6
2011-06-28,Sydney,9,16.6,2.6,0.7
2011-06-29,Sydney,10.7,18,2,2.6
2011-06-30,Sydney,12.1,18.1,1.6,0.7
2011-07-01,Sydney,10.8,16.6,2.6,1.9
2011-07-02,Sydney,11.3,19.3,1.4,9.6
2011-07-03,Sydney,8.6,20.7,3,8.1
2011-07-04,Sydney,10.1,20.4,4.4,6.9
2011-07-05,Sydney,12.2,17.1,4.8,9.8
2011-07-06,Sydney,10.9,17.6,5.6,9.4
2011-07-07,Sydney,11.1,17.6,5.4,10
2011-07-08,Sydney,5.5,17,4,9.9
2011-07-09,Sydney,6.4,17,4,10
2011-07-10,Sydney,6.1,16.4,3.8,10
2011-07-11,Sydney,9.2,17.9,4,10
2011-07-12,Sydney,6.9,18.9,3.2,9.4
2011-07-13,Sydney,9.5,12.3,3.8,0.01
2011-07-14,Sydney,8.2,15.6,2.8,9.9
2011-07-15,Sydney,5.6,13.2,2,0.6
2011-07-16,Sydney,7.5,16.3,1.4,4.4
2011-07-17,Sydney,10.4,16.1,1.4,0.7
2011-07-18,Sydney,9.6,20.3,1,7
2011-07-19,Sydney,7.4,14.7,3.2,5.1
2011-07-20,Sydney,8.7,18.5,0.01,1.6
2011-07-21,Sydney,11.1,13.3,6.4,0.01
2011-07-22,Sydney,11.3,13.9,0.01,0.01
2011-07-23,Sydney,8.7,15.6,5.6,2.7
2011-07-24,Sydney,6.4,15.4,2.8,4.7
2011-07-25,Sydney,8.3,19.1,1.6,6
2011-07-26,Sydney,7,18.4,0.4,8.3
2011-07-27,Sydney,8.1,17.3,3,8.7
2011-07-28,Sydney,7.1,20.4,1.8,10.2
2011-07-29,Sydney,7.3,20,3.6,10.4
2011-07-30,Sydney,7.1,20.2,2.8,9.7
2011-07-31,Sydney,7.4,21.4,3.4,8.7
2011-08-01,Sydney,9.7,22.7,2.4,9.6
2011-08-02,Sydney,9.9,22.1,3.8,9.8
2011-08-03,Sydney,12.5,25.7,2.8,5.2
2011-08-04,Sydney,12,23.5,0.01,10.2
2011-08-05,Sydney,11.3,25.2,5.4,10.1
2011-08-06,Sydney,12.7,24,5.8,7.7
2011-08-07,Sydney,13.7,19.5,5,4.3
2011-08-08,Sydney,9.4,18.3,2,9.1
2011-08-09,Sydney,7.8,17.1,3.8,2.8
2011-08-10,Sydney,7.8,18.5,0.8,9.8
2011-08-11,Sydney,7.3,18.5,0.01,6.7
2011-08-12,Sydney,10.3,17.3,6.2,2.7
2011-08-13,Sydney,8.3,18.9,1.2,7.8
2011-08-14,Sydney,10.3,16.5,2.2,0.8
2011-08-15,Sydney,9.4,17.8,1.6,5.1
2011-08-16,Sydney,10.6,17.9,2.4,8.2
2011-08-17,Sydney,10.2,16.9,2,1.1
2011-08-18,Sydney,10.9,18.9,2.2,9.7
2011-08-19,Sydney,8.6,17.4,4.2,0.7
2011-08-20,Sydney,8.9,19.5,3.8,9.7
2011-08-21,Sydney,12.3,18.5,6,5.8
2011-08-22,Sydney,12.7,18.2,4.2,6.9
2011-08-23,Sydney,12.2,17.5,2.8,3
2011-08-24,Sydney,10.4,18.9,1.4,10.3
2011-08-25,Sydney,10.4,19.9,4,10.6
2011-08-26,Sydney,10.8,20.4,4,10.4
2011-08-27,Sydney,12.4,19,3.4,4
2011-08-28,Sydney,11.3,21.6,0.8,8.2
2011-08-29,Sydney,11.2,24,3.6,10.4
2011-08-30,Sydney,13.6,18.7,3.6,8.4
2011-08-31,Sydney,11.4,19.7,2.4,9.7
2011-09-01,Sydney,13.4,19.5,1,7.9
2011-09-02,Sydney,14.2,17.9,4,4.2
2011-09-03,Sydney,10.1,19.1,1,9.7
2011-09-04,Sydney,10.6,20,3.4,10.5
2011-09-05,Sydney,14.2,22.5,5.6,6.1
2011-09-06,Sydney,14.7,26.8,3.2,10.3
2011-09-07,Sydney,11.6,20.1,8.4,10.4
2011-09-08,Sydney,12.6,18.3,5.8,0.9
2011-09-09,Sydney,12.2,14.8,1.6,1.1
2011-09-10,Sydney,7.4,16.9,2.3,7.8
2011-09-11,Sydney,10.2,20.4,4.4,10.2
2011-09-12,Sydney,9,19.8,6,10.8
2011-09-13,Sydney,8.2,22.6,4,10.9
2011-09-14,Sydney,11.1,26.7,5.2,10.9
2011-09-15,Sydney,15.2,19.3,6.8,9.1
2011-09-16,Sydney,11.4,21.4,4.8,7.6
2011-09-17,Sydney,14.3,25.4,5.8,9.6
2011-09-18,Sydney,15.7,30.6,6.8,10.5
2011-09-19,Sydney,14.6,26,3.8,9.8
2011-09-20,Sydney,17.5,28.1,8,10
2011-09-21,Sydney,11.9,22.7,9,11
2011-09-22,Sydney,11.2,22.8,5.2,10.9
2011-09-23,Sydney,12.7,32.5,5.6,9.5
2011-09-24,Sydney,14.3,17.7,8.2,0.4
2011-09-25,Sydney,13.1,17.3,6.8,0.01
2011-09-26,Sydney,12.3,19.7,4,7.2
2011-09-27,Sydney,10.7,20.8,5,9.3
2011-09-28,Sydney,13.4,18,7.2,0.2
2011-09-29,Sydney,15.5,22,1.4,5.1
2011-09-30,Sydney,12.2,20.8,7,8
2011-10-01,Sydney,10.8,20,6.6,5.2
2011-10-02,Sydney,11.4,17.1,6.4,0.2
2011-10-03,Sydney,10.3,18.4,4.2,7.2
2011-10-04,Sydney,10.7,19.9,6,5.9
2011-10-05,Sydney,10,20.1,4,2.9
2011-10-06,Sydney,13.3,19,3,0.9
2011-10-07,Sydney,14.4,21,2.2,6.3
2011-10-08,Sydney,15.4,21.6,4,5
2011-10-09,Sydney,13.2,23.6,4,6
2011-10-10,Sydney,12,22,4.4,6.9
2011-10-11,Sydney,12.2,21.1,5.4,10.3
2011-10-12,Sydney,10.9,21.1,5.4,7.2
2011-10-13,Sydney,14.9,20.1,4.4,3.1
2011-10-14,Sydney,16.6,19.4,4.6,0.01
2011-10-15,Sydney,17.1,24.6,4.2,7.6
2011-10-16,Sydney,17.1,23.3,3.4,11.6
2011-10-17,Sydney,13.2,20.5,7,8.9
2011-10-18,Sydney,13,19.9,8,8.2
2011-10-19,Sydney,12.3,21.4,4,12
2011-10-20,Sydney,13.5,23.5,8,12.4
2011-10-21,Sydney,15.9,30.1,7.6,12.2
2011-10-22,Sydney,17.6,24.6,8.8,8.2
2011-10-23,Sydney,19,24.8,4.8,9.5
2011-10-24,Sydney,18,34.3,4.8,12.1
2011-10-25,Sydney,18.7,19.5,11.8,0.3
2011-10-26,Sydney,14.2,18.6,4,0.01
2011-10-27,Sydney,13.9,19.6,3.2,4.3
2011-10-28,Sydney,16.8,21.7,4.6,8.3
2011-10-29,Sydney,17.6,28.2,6.2,5.1
2011-10-30,Sydney,18.1,25.8,5.6,8.1
2011-10-31,Sydney,14.4,22.7,6.2,12
2011-11-01,Sydney,15.1,20.7,5.4,6.7
2011-11-02,Sydney,14.3,24,5.8,11.4
2011-11-03,Sydney,13.8,18.4,4.6,3.4
2011-11-04,Sydney,13.9,21.5,2.6,9.3
2011-11-05,Sydney,15.3,24.1,6.4,12.6
2011-11-06,Sydney,17.7,28.9,7.2,8.3
2011-11-07,Sydney,21.2,29.5,8.2,7
2011-11-08,Sydney,19.4,28.9,5.2,7.4
2011-11-09,Sydney,19.7,29,10.8,8.8
2011-11-10,Sydney,24.2,30.4,10.2,5
2011-11-11,Sydney,18.3,23.3,6.2,11.6
2011-11-12,Sydney,19.3,24.7,9,8.1
2011-11-13,Sydney,19.2,26.2,5.8,2.6
2011-11-14,Sydney,19.8,37.2,4.4,9.7
2011-11-15,Sydney,18.8,24.6,8.6,11.7
2011-11-16,Sydney,19.1,22.1,10,1.1
2011-11-17,Sydney,15.9,21.4,2.4,0.01
2011-11-18,Sydney,17.1,23.7,0.4,9.6
2011-11-19,Sydney,18.1,27.5,6.2,12.9
2011-11-20,Sydney,19.6,28,8.8,7
2011-11-21,Sydney,17.5,22.3,4.8,0.4
2011-11-22,Sydney,17.8,21.9,4.4,0.2
2011-11-23,Sydney,14.8,18.3,7.4,0.1
2011-11-24,Sydney,15.3,18.3,3.4,0.01
2011-11-25,Sydney,15.4,20,2.4,0.01
2011-11-26,Sydney,18.1,26.8,3.2,5.5
2011-11-27,Sydney,18.6,29.8,7.4,12.5
2011-11-28,Sydney,17,26.9,6.6,12.9
2011-11-29,Sydney,19.7,26.2,9.4,8
2011-11-30,Sydney,20.7,31.6,7.2,2.2
2011-12-01,Sydney,15.8,21.9,9,8.7
